"pin","state","locs"
"176115","himachal pradesh","[32.05592_76.63156, 32.05601_76.68089, 32.06529_76.64054, 32.0836_76.64243, 32.10501_76.64732]"
"176125","himachal pradesh","[31.99977_76.63429, 32.00779_76.6522, 32.01123_76.62743, 32.02118_76.64298, 32.02442_76.65339, 32.02666_76.63648, 32.03585_76.62563, 32.03943_76.63728, 32.04054_76.65177, 32.05122_76.64417, 32.06382_76.65943, 32.06794_76.69314, 32.07034_76.70756, 32.09448_76.66262, 32.0945_76.6774]"
"176128","himachal pradesh","[31.93775_76.68931, 31.9715_76.66714, 31.97211_76.67708, 31.98543_76.66089, 31.98602_76.67037, 31.99779_76.66199]"
"176200","himachal pradesh","[32.25454_75.95556, 32.27573_75.965, 32.29725_75.95617, 32.29861_75.98252, 32.29953_75.95321, 32.31406_75.9744, 32.32123_75.95292, 32.32794_75.92666]"
"176201","himachal pradesh","[32.22912_75.77602, 32.23128_75.7926, 32.25586_75.84477, 32.25749_75.79052, 32.26017_75.83321, 32.2624_75.89509, 32.26247_75.89505, 32.26511_75.73163, 32.27877_75.81226, 32.28037_75.77644, 32.28064_75.847, 32.29374_75.8177, 32.2998_75.83918, 32.32451_75.81032]"
"176202","himachal pradesh","[19.50309_78.12795, 19.92513_81.72867, 20.73792_78.76951, 32.29193_75.90753, 32.29915_75.90224, 32.29994_75.88278, 32.30528_75.89389, 32.3147_75.87337, 32.33943_75.87468, 32.34449_75.90972, 32.36272_75.92085]"
"176203","himachal pradesh","[31.35958_75.94853, 32.36641_75.94305, 32.33858_75.95191]"
"176204","himachal pradesh","[32.18059_75.75247, 32.20902_75.83727, 32.21185_75.76215, 32.21231_75.79281, 32.21728_75.74457, 32.22392_75.82822, 32.22475_75.82922, 32.22706_75.81588]"
"176205","himachal pradesh","[32.04406_76.61522, 32.23748_76.01141, 32.26922_76.00862]"
"176206","himachal pradesh","[32.18035_76.15569, 32.18607_76.1805, 32.20178_76.17811, 32.21358_76.18117, 32.21628_76.23055, 32.22179_76.14893, 32.22437_76.10577, 32.22448_76.18895, 32.22525_76.21101, 32.22766_76.16931, 32.27306_76.20199, 32.28464_76.19269, 32.28861_76.23855, 32.31191_76.18625]"
"176207","himachal pradesh","[24.16411_81.8669, 30.5917_78.04184, 32.23429_76.1535, 32.25906_76.13552, 32.26434_76.1681, 32.2677_76.05584, 32.28622_76.11607, 32.28737_76.04245, 32.28853_76.15815, 32.29453_76.13184, 32.30319_76.08867, 32.31062_76.03701, 32.31148_76.10332, 32.32166_76.09215, 32.33044_76.07352, 32.33115_76.05436, 32.3419_76.0883, 32.34406_76.03221, 32.35059_76.09066, 32.94434_74.98404]"
"176208","himachal pradesh","[32.18506_76.21425, 32.17859_76.21903, 32.17864_76.21912]"
"176209","himachal pradesh","[32.14084_76.27021, 32.14849_76.27946, 32.15383_76.2967, 32.15383_76.2967, 32.15608_76.27308, 32.15702_76.24339, 32.16118_76.26107, 32.16198_76.29109, 32.18409_76.27462]"
"176210","himachal pradesh","[27.77787_78.31879, 32.10894_76.09727, 32.12521_76.13926, 32.13438_76.11421, 32.14575_76.10788, 32.15108_76.10028, 32.16529_76.09421]"
"176211","himachal pradesh","[32.35902_75.85045, 32.37342_75.91273, 32.37422_75.88408, 32.38865_75.91941]"
"176214","himachal pradesh","[26.59971_74.61026, 32.12111_76.19959, 32.1226_76.23785, 32.13601_76.19131, 32.13711_76.23842, 32.15186_76.23048]"
"176215","himachal pradesh","[32.20953_76.32144, 32.21472_76.32544, 32.21689_76.31922]"
"176216","himachal pradesh","[32.23572_76.31053, 32.24375_76.30762, 32.2439_76.31088, 32.26376_76.28432]"
"176217","himachal pradesh","[32.18908_76.25325, 32.20199_76.24307, 32.20319_76.2312, 32.204_76.26389, 32.20997_76.24198, 32.21168_76.28497, 32.21513_76.30319, 32.23675_76.24066, 32.25226_76.2603]"
"176218","himachal pradesh","[32.21275_76.36725]"
"176225","himachal pradesh","[31.30258_76.88936, 32.18213_76.07502, 32.20094_76.0551, 32.23289_76.07322, 32.24632_76.08069, 32.25303_76.0545]"
"176301","himachal pradesh","[28.28825_78.44773, 32.38118_76.51222, 32.46394_75.92917, 32.47708_75.93203, 32.48259_75.90873, 32.48347_75.96149, 32.48916_75.92966, 32.50703_75.8871, 32.52182_75.89267]"
"176302","himachal pradesh","[32.36509_76.04168, 32.36968_76.05975, 32.37967_76.00661, 32.38763_76.05789, 32.40681_75.98304, 32.41153_75.96794, 32.42191_75.99476, 32.43108_76.01294, 32.43785_76.03379, 32.45658_76.08925]"
"176303","himachal pradesh","[32.54864_75.94775, 32.51358_75.93021, 32.51516_75.94873, 32.54349_75.88923, 32.55697_75.92223, 32.56119_75.88565]"
"176304","himachal pradesh","[32.53406_75.96578, 32.53661_75.97622]"
"176305","himachal pradesh","[32.54419_75.96644]"
"176306","himachal pradesh","[25.65498_84.97716, 26.47993_78.29904, 26.66351_79.19954, 27.62867_80.94297, 29.81713_77.42361, 30.33677_77.85224, 32.57058_75.98031, 32.5765_75.99543, 32.58528_75.95646, 32.59351_76.01507]"
"176307","himachal pradesh","[32.7085_75.97381]"
"176308","himachal pradesh","[32.59613_75.95189, 32.60959_75.98137, 32.61544_75.95275, 32.62989_76.01036]"
"176309","himachal pradesh","[32.46034_76.47425, 25.686_82.50136, 32.41107_76.49923, 32.43781_76.46964, 32.44501_76.49581, 32.45148_76.44939]"
"176310","himachal pradesh","[31.51081_76.88681, 32.55606_76.12336]"
"176311","himachal pradesh","[32.4755_76.18995, 25.62796_81.07407, 32.46523_76.1924, 32.46534_76.19235, 32.46536_76.19224, 32.46692_76.23148, 32.46742_76.16878, 32.46932_76.28366, 32.478_76.29112, 32.4795_76.1815, 32.48251_76.30317, 32.48397_76.24525, 32.49039_76.29027, 32.4904_76.34039, 32.49046_76.34051, 32.49812_76.27181, 32.51257_76.25677]"
"176312","himachal pradesh","[26.27407_70.98625, 30.67689_76.04353, 32.64672_76.01868, 32.66557_76.03878, 32.67078_75.98307, 32.67725_75.9933, 32.68349_75.97925, 32.69131_75.99309, 32.69915_75.96693, 32.70657_75.93808, 32.70825_76.05827, 32.70929_76.06741, 32.71095_75.96555]"
"176313","himachal pradesh","[24.40691_77.14194, 32.45185_75.97698, 32.45483_75.93556, 32.47006_76.00508, 32.47127_75.98992]"
"176314","himachal pradesh","[23.02617_80.10788, 23.03737_80.09911, 25.41107_82.99708, 25.4111_82.99696, 32.52507_76.12473, 32.59422_76.20674, 21.51998_81.08997, 26.3714_80.18965, 27.34856_95.86102, 29.33882_78.72391, 32.50672_76.07411, 32.51879_76.08656, 32.54145_76.11814, 32.5589_76.06519, 32.56211_76.116, 32.56584_76.0904, 32.56924_76.25293, 32.57079_76.0458, 32.5778_76.17208, 32.58061_76.06471, 32.58558_76.16437, 32.59581_76.18716, 32.5969_76.21928, 32.5975_76.06833, 32.60141_76.15513, 32.602_76.08624, 32.63296_76.18039]"
"176315","himachal pradesh","[21.62362_78.08138, 32.44219_76.53917, 32.44869_76.57847, 32.45652_76.60972, 32.46965_76.70436, 32.48029_76.47687]"
"176316","himachal pradesh","[32.83191_76.11559, 32.83337_76.15601, 32.83753_76.15214, 32.84088_76.06301, 32.84177_76.19126, 32.84389_76.20821, 32.84835_76.0854, 32.85063_76.04223, 32.85128_76.03219, 32.85771_76.15555, 32.86644_76.13993, 32.88392_76.14274, 32.88435_76.14194, 32.89968_76.1633, 32.91002_76.19963, 32.91087_76.19823, 32.91985_76.15227]"
"176317","himachal pradesh","[32.65475_76.19923, 32.72481_76.09217]"
"176318","himachal pradesh","[24.85876_87.96935, 23.95845_88.40663, 32.54944_76.14569, 21.81939_87.42891, 32.51416_76.16415, 32.51801_76.14374, 32.55025_76.13311, 32.56718_76.1446, 32.58337_76.11655, 32.59667_76.10791, 32.61723_76.02673, 32.61847_76.08956, 32.62319_76.11736, 32.62656_76.06095]"
"176319","himachal pradesh","[32.47406_76.07353, 32.65368_76.13103, 32.6822_76.0879, 32.68826_76.06617, 32.69512_76.11583, 32.71128_76.10343, 32.72045_76.16321, 32.73442_76.1247]"
"176320","himachal pradesh","[32.71338_76.02195, 32.71397_76.00621, 32.72111_76.05042, 32.73667_76.05176, 32.74133_76.09314, 32.75187_76.00944, 32.75966_75.97825, 32.7661_75.96555, 32.79486_75.93161, 32.826_75.91448]"
"176321","himachal pradesh","[32.71301_76.3003, 32.72545_76.27443, 32.74493_76.21808, 32.74495_76.23669, 32.75355_76.27334, 32.764_76.17865, 32.76832_76.07103, 32.7776_76.0919, 32.7777_76.19136, 32.78331_76.15625, 32.78371_76.05964, 32.78614_76.17293, 32.78908_76.12564, 32.80638_76.1556, 32.81474_76.12287]"
"176323","himachal pradesh","[31.589_78.26775, 32.916_76.4643, 32.95249_76.45665, 32.98369_76.52563, 32.98574_76.55979, 32.99451_76.42846, 32.99565_76.44165, 33.00863_76.59099, 33.02074_76.45982, 33.06886_76.39152, 33.09931_76.38422, 33.11811_76.3693, 33.1287_76.354, 33.14765_76.4368]"
"176324","himachal pradesh","[32.41641_76.36848, 32.41922_76.39466, 32.43988_76.34196, 32.44217_76.29999, 32.44608_76.33756, 32.44673_76.37579, 32.46187_76.41259, 32.46188_76.4126, 32.47472_76.41063, 32.52448_76.45923, 32.52758_76.47445]"
"176325","himachal pradesh","[32.61003_75.91225, 32.62182_75.92848]"
"176326","himachal pradesh","[25.96819_78.53772, 26.26556_78.0649, 32.32877_76.55473, 32.30169_76.58794, 32.32597_76.55692, 32.32848_76.55439, 32.32879_76.55482, 32.36943_76.51209]"
"176401","himachal pradesh","[32.11781_75.63882, 32.12814_75.69039, 32.14885_75.685, 32.15816_75.72936, 32.16092_75.69327]"
"176402","himachal pradesh","[25.45339_74.85873, 32.17917_75.7092, 32.18397_75.76525, 32.1905_75.70323, 32.20463_75.71278]"
"176403","himachal pradesh","[29.19301_78.86231, 31.99382_76.64484, 32.05269_75.75029, 32.07495_75.64142, 32.09713_75.66109, 32.1983_75.65717, 32.214_75.67964, 32.21625_75.66842, 32.22622_75.66086, 32.22624_75.66083, 32.23161_75.70122]"
"176501","himachal pradesh","[31.41653_76.28215, 31.87801_75.96392, 31.89987_75.95491, 31.92442_75.92714, 31.92979_75.94096, 31.9371_75.93788]"
"176502","himachal pradesh","[23.54197_74.59112, 31.93593_75.9841, 31.95547_75.62392]"
"176601","himachal pradesh","[31.31155_76.2113, 31.31965_76.24121, 31.31966_76.24122, 31.32328_76.21283, 31.33861_76.21225, 31.34967_76.22614, 31.36467_76.20931, 31.37219_76.23303]"
"177001","himachal pradesh","[30.7145_76.77872, 31.6574_76.49783, 31.66985_76.53709, 31.67642_76.52467, 31.6909_76.55917]"
"177005","himachal pradesh","[31.70272_76.51889, 31.71386_76.52919]"
"177006","himachal pradesh","[31.63097_76.39569]"
"177007","himachal pradesh","[31.76639_76.48939, 31.7673_76.50365]"
"177020","himachal pradesh","[31.71124_76.51128, 31.72681_76.50403, 31.73351_76.49309, 31.73482_76.52956, 31.73608_76.47289, 31.73661_76.51342]"
"177021","himachal pradesh","[31.70808_76.65881]"
"177022","himachal pradesh","[31.75375_76.60978, 31.78362_76.61034, 31.79409_76.59573]"
"177023","himachal pradesh","[31.71311_76.60208, 31.70803_76.60999, 31.71164_76.62956, 31.71786_76.57771, 31.73543_76.64065, 31.73932_76.60885]"
"177024","himachal pradesh","[31.63412_76.69173, 31.64549_76.7136, 31.65181_76.68811, 31.65938_76.7144, 31.67166_76.70971, 31.67231_76.6855, 31.67549_76.6763, 32.77791_75.38621]"
"177025","himachal pradesh","[31.67367_76.63742, 31.67511_76.64852, 31.67729_76.61924, 31.68664_76.62628, 31.69173_76.64299]"
"177026","himachal pradesh","[31.59813_76.43148, 31.59815_76.4315, 31.61454_76.43094, 31.63067_76.45717, 31.63327_76.43136, 31.65608_76.4645]"
"177027","himachal pradesh","[31.70091_76.54612, 31.71619_76.55622, 31.71632_76.54105]"
"177028","himachal pradesh","[31.80906_76.58299, 31.82086_76.60944, 31.82604_76.56597, 31.83744_76.60971, 31.85202_76.61093]"
"177029","himachal pradesh","[31.6816_76.57788, 31.64946_76.57873, 31.66158_76.58155, 31.66867_76.5855, 31.68104_76.6029, 31.68108_76.60288]"
"177031","himachal pradesh","[31.47597_76.40425]"
"177033","himachal pradesh","[18.71309_78.09102, 23.36295_80.06419, 31.76019_76.31733, 31.77223_76.32544, 31.77971_76.3604, 31.78237_76.29606, 31.78347_76.34599, 31.78581_76.34422]"
"177034","himachal pradesh","[31.7508_76.28883, 31.69964_76.29186, 31.75303_76.28508]"
"177038","himachal pradesh","[31.71461_76.49214]"
"177039","himachal pradesh","[31.54467_76.527, 31.71005_76.25428]"
"177040","himachal pradesh","[31.69067_76.41875]"
"177041","himachal pradesh","[31.63231_76.45717, 31.68403_76.35577]"
"177042","himachal pradesh","[31.7615_76.36939]"
"177043","himachal pradesh","[31.77431_76.26401, 31.79056_76.26191, 31.73061_76.26109, 31.74417_76.2396, 31.76852_76.27527, 31.77925_76.21943, 31.78203_76.24742, 31.79056_76.26191, 31.81412_76.27611]"
"177044","himachal pradesh","[31.77303_76.39653]"
"177045","himachal pradesh","[31.74222_76.41397]"
"177048","himachal pradesh","[31.71261_76.45236, 31.7193_76.43129, 31.73006_76.43908]"
"177101","himachal pradesh","[32.00367_76.17678]"
"177103","himachal pradesh","[31.84667_76.18692, 31.79831_76.15847, 31.8082_76.13893, 31.82146_76.15627, 31.8296_76.14201, 31.85999_76.16861]"
"177104","himachal pradesh","[22.56369_73.84174, 31.84628_76.20383, 31.84268_76.22231, 31.85795_76.22167, 31.85798_76.22161, 31.86004_76.23392, 31.86906_76.20866]"
"177105","himachal pradesh","[31.85048_76.12075, 31.87_76.16496, 31.89069_76.12103]"
"177106","himachal pradesh","[31.89765_76.06995, 31.91998_76.04935, 31.92664_76.07008, 31.92977_76.02259]"
"177107","himachal pradesh","[31.7962_76.18068, 31.8255_76.21106]"
"177108","himachal pradesh","[31.78287_76.19891, 31.7963_76.24367, 31.80402_76.22124, 31.80906_76.23733, 31.81528_76.24851, 31.83025_76.24408]"
"177109","himachal pradesh","[31.74859_76.13951, 31.77357_76.11465, 31.75133_76.11332, 31.77134_76.15013, 31.7995_76.12544]"
"177110","himachal pradesh","[25.74538_80.43577, 31.79162_76.09513, 31.79884_76.08622, 31.80511_76.10442, 31.80977_76.09187, 31.81035_76.10737, 31.82208_76.07915, 31.84705_76.03499, 31.83359_76.06022, 31.83446_76.09429, 31.85907_76.02097]"
"177111","himachal pradesh","[31.85928_75.9913, 31.86486_76.05309, 31.86607_76.02278, 31.88114_76.99856, 31.88764_75.98889]"
"177112","himachal pradesh","[31.85317_76.07014, 31.86484_76.053, 31.88497_76.06971, 31.89552_76.04295]"
"177113","himachal pradesh","[31.87131_76.1078, 31.90432_76.15191, 31.95547_75.62392]"
"177114","himachal pradesh","[31.50314_76.15092, 31.91952_76.22949, 31.92861_76.21186, 31.92945_76.23914]"
"177117","himachal pradesh","[31.57964_76.70722, 31.87636_76.24753, 31.87644_76.2475, 31.89301_76.26428, 31.90209_76.23119]"
"177118","himachal pradesh","[31.68672_76.42822]"
"177119","himachal pradesh","[31.56539_76.49578, 31.56947_76.47602, 31.56949_76.47617, 31.57023_76.48185, 31.57947_76.49462]"
"177201","himachal pradesh","[31.64509_76.06883, 31.65191_76.07027, 31.6575_76.06022]"
"177202","himachal pradesh","[31.70931_76.08728]"
"177203","himachal pradesh","[31.66454_76.1293, 31.66898_76.10073, 31.67738_76.13768, 31.68508_76.12161, 31.70104_76.10104, 31.71974_76.13278, 31.73825_76.14762, 31.74463_76.16316]"
"177204","himachal pradesh","[31.72763_75.99084, 31.74264_76.00632, 31.7549_76.00815, 31.76142_76.00092, 31.77853_76.9975, 31.77898_76.03813, 31.7887_76.01447, 31.79964_76.01895, 31.82777_76.00047, 31.82781_76.00052]"
"177205","himachal pradesh","[31.501_76.52992]"
"177206","himachal pradesh","[31.60675_76.1178, 31.61961_76.10642, 31.64569_76.07547]"
"177207","himachal pradesh","[31.50408_76.15186, 31.50503_76.17795, 31.52468_76.14265]"
"177208","himachal pradesh","[31.54886_76.15369, 31.54946_76.125, 31.56403_76.12675, 31.56413_76.12674, 31.57774_76.13346, 31.57774_76.13365, 31.58856_76.11568, 31.58874_76.1158]"
"177209","himachal pradesh","[31.44522_76.20078, 31.44658_76.21172, 31.46475_76.18586]"
"177210","himachal pradesh","[31.70362_76.19667, 31.72606_76.21559, 31.68174_76.2209, 31.68115_76.18251, 31.69124_76.23433, 31.70058_76.16144, 31.71127_76.17962, 31.71758_76.16129, 31.74038_76.19669, 31.76045_76.18092]"
"177211","himachal pradesh","[31.59289_76.15774, 31.6178_76.13999, 31.62294_76.1733, 31.62772_76.14478, 31.63272_76.12412, 31.64897_76.12494, 31.65111_76.14021]"
"177212","himachal pradesh","[31.70785_76.02273, 25.23203_74.55334, 25.23216_74.55328, 31.69168_76.03959, 31.71089_76.02403, 31.72762_75.9909]"
"177213","himachal pradesh","[31.74492_76.05945, 31.71265_76.07411, 31.71018_76.06198, 31.73173_76.04745, 31.744_76.03847]"
"177219","himachal pradesh","[31.73936_76.07381]"
"177220","himachal pradesh","[31.42158_76.23269, 31.43362_76.21255]"
"177301","himachal pradesh","[31.67417_76.34028, 31.72966_76.35257]"
"177401","himachal pradesh","[24.91913_75.23168, 25.62808_74.05527, 31.62398_76.60122, 31.62986_76.61208, 31.63134_76.58671]"
"177501","himachal pradesh","[31.65733_76.62022]"
"177601","himachal pradesh","[31.69139_76.68252, 31.66797_76.661, 31.71258_76.67636]"
"180001","jammu and kashmir","[31.73625_74.84792, 32.72578_74.84872, 32.73072_74.86692, 32.73253_74.86517, 32.73447_74.86906, 32.73911_74.8685, 32.74281_74.85025, 34.73389_75.86553]"
"180002","jammu and kashmir","[20.14849_86.24659, 22.95384_77.63434, 23.27829_73.6561, 25.06572_86.18527, 32.72295_74.73439, 32.72444_74.76095, 32.73844_74.82575, 32.74394_74.78435, 32.75825_74.78456]"
"180003","jammu and kashmir","[32.64064_74.92858, 32.68989_74.83667, 31.695_74.84678, 32.69658_74.74421, 32.69923_74.73887]"
"180004","jammu and kashmir","[32.69806_74.866, 32.69847_74.85758]"
"180005","jammu and kashmir","[32.3805_75.52342, 32.74186_74.86242, 32.74294_74.85044, 32.74775_74.84692, 32.74792_74.86114]"
"180006","jammu and kashmir","[32.71575_74.86897, 32.72136_74.87655]"
"180007","jammu and kashmir","[32.75969_74.85658, 34.75753_74.84981]"
"180009","jammu and kashmir","[32.66017_74.81117]"
"180010","jammu and kashmir","[30.70731_74.86631, 32.65669_74.89459]"
"180011","jammu and kashmir","[32.66442_74.89556, 32.67878_74.90389]"
"180012","jammu and kashmir","[32.70439_74.88053, 32.71497_74.88067]"
"180013","jammu and kashmir","[32.76878_74.83478]"
"180015","jammu and kashmir","[32.69267_74.89094]"
"180016","jammu and kashmir","[32.72425_74.85803, 32.72578_74.84872, 32.72828_74.85381]"
"180017","jammu and kashmir","[32.75139_74.90833, 32.74663_74.97475, 32.75889_74.96815, 32.76486_74.95003, 32.77393_75.04053]"
"180018","jammu and kashmir","[32.80422_75.71922]"
"180019","jammu and kashmir","[32.76303_74.89567]"
"180020","jammu and kashmir","[31.69331_74.87892]"
"181101","jammu and kashmir","[32.60461_74.8093, 32.6111_74.79295, 32.62281_74.82255, 32.62572_74.79397, 32.6435_74.81381, 32.64456_74.78356, 32.66116_74.83506, 32.66857_74.82449]"
"181102","jammu and kashmir","[32.54218_74.69234, 32.54978_74.71778, 32.60089_74.75703, 32.60539_74.85, 32.60544_74.73328, 32.60899_74.69433, 32.60949_74.66188, 32.62149_74.75821, 32.62155_74.75815, 32.62176_74.71511, 32.63207_74.68813, 32.64032_74.74902, 32.64149_74.73138]"
"181111","jammu and kashmir","[32.55461_74.79123, 32.55811_74.75591, 32.57964_74.75024, 32.61294_74.77461]"
"181121","jammu and kashmir","[32.73722_74.83776, 32.76164_74.83764]"
"181122","jammu and kashmir","[32.83806_75.71953, 32.84569_74.80497, 32.86414_74.8125, 32.87562_74.78661, 32.88773_74.78731, 32.89452_74.7922, 32.92088_74.78806, 32.95232_74.84745]"
"181123","jammu and kashmir","[32.74727_74.83998, 32.78328_74.82725, 32.80536_74.83095]"
"181124","jammu and kashmir","[32.75133_74.82136]"
"181131","jammu and kashmir","[32.50087_74.77102, 32.50326_74.85351, 32.50887_74.72919, 32.51587_74.76625, 32.51772_74.83513, 32.52058_74.71703, 32.5324_74.76246, 32.53742_74.8504, 32.54336_74.79878]"
"181132","jammu and kashmir","[26.95721_72.71998, 27.30497_88.18768, 30.13654_78.1174, 32.41989_75.45302, 32.55974_74.86021, 32.56104_74.875, 32.58432_74.90647, 32.58851_74.84221, 32.60997_74.85664, 32.61249_74.85511, 32.61261_74.85494, 32.6215_74.89075, 32.63095_74.83286, 32.65175_74.85484, 32.66938_74.98894, 33.11565_74.30227]"
"181133","jammu and kashmir","[32.64064_74.92858, 32.60625_74.94584, 32.61985_74.92578, 32.62884_74.96236, 32.64508_74.90639, 32.66343_74.95134]"
"181141","jammu and kashmir","[32.46607_74.95803, 32.4901_74.92606, 32.49811_74.98898, 32.50722_74.96419, 32.51841_74.88947, 32.53614_74.90221]"
"181143","jammu and kashmir","[32.60478_75.04314, 32.6108_75.01103, 32.61757_74.99136]"
"181145","jammu and kashmir","[32.66495_75.04149, 32.66923_74.98893, 32.75517_74.92731]"
"181152","jammu and kashmir","[32.71208_74.90256]"
"181201","jammu and kashmir","[32.93107_74.69084, 32.89925_74.73608, 32.72578_74.84872, 32.87827_74.67807, 32.88038_74.70058, 32.89114_74.65367, 32.90746_74.76881, 32.91087_74.68028, 32.91365_74.7024, 32.94375_74.62443, 32.95724_74.71728, 32.96652_74.75454, 32.97265_74.7352, 32.9741_74.78199, 33.00579_74.78646, 33.03446_74.76407]"
