"pin","state","locs"
"604402","tamil nadu","[12.73658_79.5252, 12.73672_79.55858, 12.74992_79.56596, 12.74992_79.56596, 12.75001_79.53344, 12.76614_79.50133, 12.79314_79.54949, 12.8127_79.54659]"
"604403","tamil nadu","[12.45872_79.71275, 12.46104_79.68965, 12.47153_79.69763, 12.4799_79.73009, 12.50853_79.70523, 12.51396_79.73914, 12.5306_79.72762, 12.54059_79.70685, 12.55891_79.705]"
"604404","tamil nadu","[12.53685_79.53063, 12.55463_79.54881, 12.55894_79.5867, 12.57667_79.55643, 12.58441_79.52036, 10.36322_78.9476, 10.41355_79.49152, 10.76057_77.82868, 10.993_79.16636, 11.4646_79.52089]"
"604405","tamil nadu","[12.39528_79.67157, 12.43034_79.64849, 12.43781_79.66258, 12.45989_79.66208, 12.47456_79.63391, 12.49247_79.66432, 12.51682_79.66798]"
"604406","tamil nadu","[12.35421_79.5012, 12.36371_79.49384, 12.36906_79.65264, 12.37775_79.52332, 12.38553_79.5696, 12.39295_79.59345, 12.39739_79.55031, 12.43204_79.58419, 12.43205_79.58418, 12.44019_79.54304, 11.87134_79.71398]"
"604407","tamil nadu","[12.64939_79.54082, 12.66391_79.53367, 12.68407_79.57617, 12.68496_79.50777, 12.69081_79.55727, 12.69313_79.44683, 12.69503_79.46606, 12.69507_79.46609, 12.70138_79.59577, 12.70703_79.55959, 12.70997_79.50214, 12.7109_79.52521, 12.75816_79.48499, 12.78726_79.47118, 12.79231_79.81753, 12.79231_79.81753]"
"604408","tamil nadu","[12.44009_79.62325, 12.45056_79.59203, 12.46746_79.56339, 12.46966_79.54343, 12.4904_79.57944, 12.49126_79.54888, 12.49949_79.61841, 12.50269_79.60311, 12.51231_79.643, 12.5144_79.5466, 12.51537_79.59347, 12.51539_79.59348, 12.53603_79.62764, 12.5549_79.61422, 12.55999_79.64219, 12.58301_79.62092, 12.58426_79.68311, 12.58973_79.64137, 12.6127_79.63437, 11.02845_79.63319]"
"604409","tamil nadu","[12.59477_79.47393, 12.61144_79.45501, 12.63833_79.44611, 12.63995_79.4655, 12.64002_79.48497, 12.66066_79.45299, 12.66984_79.28382, 8.63883_78.05857]"
"604410","tamil nadu","[12.73417_79.58513, 12.74532_79.61584, 12.76365_79.63377, 12.77869_79.60818, 12.78674_79.59523, 12.80118_79.61264, 12.8012_79.61266, 12.8226_79.58443]"
"604501","tamil nadu","[12.37611_79.47512, 12.38737_79.45438, 12.39024_79.5076, 12.39823_79.48184, 12.39968_79.48297, 12.42199_79.4526, 12.42412_79.49489, 12.42508_79.42339, 12.43376_79.48376, 12.44647_79.5168, 12.46145_79.48054, 10.85667_78.34063]"
"604502","tamil nadu","[12.44974_79.44178, 12.46162_79.41915, 12.48091_79.48354, 12.49273_79.44772, 12.49422_79.46365, 11.91045_79.01785]"
"604503","tamil nadu","[12.50767_79.41638, 12.52869_79.4332, 12.54194_79.42421, 12.54381_79.40775, 12.61243_79.43112, 12.61553_79.40343, 12.64136_79.42587, 11.12_77.21]"
"604504","tamil nadu","[12.58327_79.38882, 12.60123_79.37467, 12.61034_79.35196, 12.6198_79.36827, 12.63509_79.34473]"
"604505","tamil nadu","[12.5068_79.50662, 12.51711_79.50918, 12.52228_79.48417, 12.5507_79.51566, 12.55703_79.4691, 12.55818_79.48539]"
"604601","tamil nadu","[12.21525_79.23168, 12.24642_79.22494, 12.24768_79.19916, 12.28802_79.21022, 12.30655_79.26761, 12.32393_79.22087]"
"605301","tamil nadu","[11.9555_79.41683, 10.36184_77.88366, 11.91323_79.41845, 11.91931_79.43315, 11.93797_79.45867, 11.94082_79.41196, 11.94168_79.43831]"
"605302","tamil nadu","[11.95708_79.37178, 11.97641_79.3947, 11.92213_79.39821, 11.93502_79.36813]"
"605401","tamil nadu","[11.89167_79.47417]"
"605402","tamil nadu","[11.96824_79.46455, 11.99111_79.37821, 11.99188_79.43338, 12.00853_79.40647, 12.01221_79.45191, 12.01284_79.38269, 12.01794_79.41666, 12.02798_79.4251, 12.02924_79.38846, 10.379_79.79975, 9.00847_78.08526, 10.77014_79.37544, 10.9769_79.31193]"
"605501","puducherry","[11.94591_79.64891, 11.95594_79.69576, 11.95706_79.66161, 11.97135_79.63691, 11.97575_79.67024, 11.97746_79.64603, 11.98133_79.5784, 11.98381_79.62355, 11.98995_79.66776, 11.99089_79.64422, 11.99622_79.61287, 12.00248_79.58621, 12.0112_79.65054, 12.03365_79.6287, 11.31233_79.2581]"
"605502","puducherry","[11.9599_79.72658, 11.96911_79.68578, 11.97599_79.73334, 12.00263_79.70246, 12.01491_79.67628, 11.93745_79.72913]"
"605601","tamil nadu","[11.9629_79.48748, 11.97519_79.50166, 11.97905_79.53608, 11.97905_79.53611, 12.00415_79.50016, 12.00457_79.49973, 12.00629_79.55561, 12.00801_79.53849, 12.03731_79.54364, 11.25917_77.70629]"
"605602","tamil nadu","[11.94683_79.50156, 11.94814_79.39272, 11.93353_79.48261, 11.93458_79.49844, 11.93833_79.51628, 11.94006_79.49728, 11.94036_79.48822, 11.94044_79.50522, 11.94539_79.49525]"
"605651","tamil nadu","[12.10747_79.52983, 12.11557_79.55373, 12.13476_79.50008, 12.1354_79.46908, 12.15345_79.52533, 12.15734_79.48714, 12.16777_79.52388, 12.18051_79.48243]"
"605652","tamil nadu","[12.03086_79.51851, 12.03441_79.60307, 12.03451_79.60291, 12.03989_79.54353, 12.05814_79.50888, 12.06537_79.53145, 12.06834_79.55363, 12.0783_79.57721, 12.08585_79.55641]"
"605701","tamil nadu","[12.00623_79.29657, 12.00631_79.29678, 12.01259_79.26477, 12.01638_79.30183, 12.02085_79.32725, 12.02089_79.32723, 12.03044_78.30003, 12.0307_79.35033, 12.04556_79.37226, 12.05521_79.35808, 12.05923_79.30721, 12.0875_79.28054]"
"605702","tamil nadu","[11.97739_79.20106, 11.98945_78.92677, 11.9895_78.9267, 11.99957_78.95088, 12.00071_78.91236, 12.00464_78.97563, 12.01686_78.94419, 12.02142_78.99077, 12.02692_78.95538, 12.04921_78.9855]"
"605751","tamil nadu","[11.84981_79.1411, 11.85805_79.17736, 11.86741_79.12417, 11.88539_79.20615, 11.89553_79.11894, 11.89761_79.17386, 11.89885_79.18949]"
"605752","tamil nadu","[11.95924_79.26159, 11.97242_79.22289, 12.00745_79.23964]"
"605754","tamil nadu","[11.96356_79.16712, 11.98028_79.13257, 11.99999_79.06335, 12.00081_79.09053, 12.03313_79.08256, 12.06514_78.98032, 12.09713_79.08468]"
"605755","tamil nadu","[11.95382_79.31078, 11.96002_79.27904, 11.96476_79.33766, 11.97136_79.34871, 11.97583_79.31222, 11.98399_79.26217, 11.99336_79.33775, 11.99614_79.30526, 11.92724_79.3345, 11.93257_79.32432]"
"605756","tamil nadu","[11.97408_79.15385, 11.97631_79.18236, 11.97806_79.20114, 11.97843_79.16545]"
"605757","tamil nadu","[11.96367_79.20342, 11.96606_79.20467]"
"605758","tamil nadu","[11.96808_79.20236, 12.02279_79.18906, 12.03879_79.18369, 12.04876_79.24242]"
"605759","tamil nadu","[11.97739_79.20547, 12.00989_79.16161, 12.02947_79.15242]"
"605766","tamil nadu","[11.95554_79.09022, 11.95995_79.16507, 11.96122_79.19464, 11.96181_79.12576, 11.97506_79.10146, 11.92641_79.18863, 11.94095_79.12569]"
"605801","tamil nadu","[11.94743_78.95889, 11.95471_78.99517, 11.85832_79.68683, 11.87717_79.00703, 11.91656_79.02097, 11.93991_78.97085, 11.94305_78.95216]"
"605802","tamil nadu","[11.96088_79.03485, 11.97517_79.04342, 11.97994_79.02195, 12.00068_79.06279, 12.00068_79.06281, 12.01477_79.03128, 11.94072_79.05041]"
"605803","tamil nadu","[11.86172_79.24693, 11.89496_79.31628, 11.89993_79.2745, 11.90381_79.30601, 11.9126_79.25926, 11.9143_79.24656, 11.92301_79.25705, 11.93017_79.28311, 11.93177_79.29004]"
"606001","tamil nadu","[11.08978_79.65974, 11.10887_79.64637, 11.51464_79.32236, 11.51556_79.32764, 11.52511_79.32258]"
"606003","tamil nadu","[11.49473_79.36801, 11.49847_79.32688, 11.51443_79.30336, 11.51603_79.34181, 11.51987_79.37917, 11.52252_79.29655, 11.52391_79.26384, 11.54022_79.3605, 11.54477_79.29268, 11.56858_79.34368]"
"606601","tamil nadu","[12.22275_79.06625, 12.22556_79.07483, 12.23169_79.07072, 12.23519_79.07658, 12.50144_79.07914]"
"606603","tamil nadu","[12.19237_79.08456, 12.20361_79.04662, 12.20379_79.04677, 12.2123_79.01055, 12.22239_79.05633, 12.23411_79.01464, 11.43741_77.53993]"
"606604","tamil nadu","[12.25275_79.04011, 12.25986_79.07292, 12.26389_79.04622, 12.26619_79.10171, 12.27039_79.07294, 12.29382_79.05455]"
"606611","tamil nadu","[12.2143_79.19368, 12.21985_79.11474, 12.2199_79.11476, 12.23519_79.15378, 12.23605_79.09534, 12.24497_79.11768, 12.28421_79.16039]"
"606701","tamil nadu","[12.30694_78.77538, 12.30778_78.74729, 12.31047_78.79247, 12.32024_78.75856, 12.34169_78.7554, 12.76358_79.44531]"
"606702","tamil nadu","[12.31487_78.97732, 12.3371_79.00319, 12.3376_78.96486, 12.35912_78.97329, 12.36392_79.02168, 12.36931_78.952, 12.37227_78.99148, 10.78273_78.74471, 11.30282_77.17445]"
"606703","tamil nadu","[12.13634_78.67809, 12.16196_78.64872, 12.16944_78.72093, 12.20654_78.70636, 12.22007_78.73911, 12.24619_78.74805, 12.26517_78.73889, 12.26548_78.68258, 12.27564_78.72416, 11.64375_78.09217]"
"606704","tamil nadu","[12.25442_78.97822, 12.25995_78.88649, 12.26653_78.99371, 12.26881_78.94108, 12.28756_78.90051, 12.29792_78.88499, 12.30023_78.96741, 12.31037_78.89926, 12.3234_78.93318]"
"606705","tamil nadu","[13.11024_79.67482, 12.30869_78.79261, 12.336_78.85609, 12.33655_78.92853, 12.3385_78.83261, 12.36763_78.87424, 12.3814_78.93099, 12.38418_78.89683]"
"606706","tamil nadu","[12.15915_78.81805, 12.17844_78.86019, 12.20583_78.88985, 12.21736_78.90447, 12.23954_78.87297]"
"606707","tamil nadu","[12.11138_78.9191, 12.12925_78.95091, 12.15506_78.94175, 12.15999_78.96826, 12.18106_79.01038, 12.18643_78.96102, 12.20772_78.93503]"
"606708","tamil nadu","[12.03525_78.77366, 12.03614_78.82069, 12.04093_78.74199, 12.04349_78.91677, 12.06347_78.901, 12.08252_78.75557, 12.0848_78.73471, 12.09109_78.93334, 12.09125_78.81484, 12.09265_78.79259, 12.09272_78.85106, 12.09703_78.87214, 12.10571_78.91714, 12.13317_78.86702, 12.20594_78.65882]"
"606709","tamil nadu","[12.23335_78.80002, 12.25678_78.80476, 12.28348_78.84065, 12.2865_78.76567, 12.2873_78.77462, 12.30116_78.82305, 12.30461_78.79172]"
"606710","tamil nadu","[12.34189_78.80007, 12.35664_78.76781, 12.38927_78.76703, 12.44165_78.76962, 12.45371_78.77544, 12.47171_78.7839, 12.47177_78.78389]"
"606751","tamil nadu","[12.39829_79.15523, 12.41181_79.14961, 12.42854_79.10331, 12.42968_79.07969, 12.42989_79.07107, 12.43469_79.10628, 12.44906_79.14046, 12.45488_79.0982, 12.45509_79.12345, 12.45869_79.11794]"
"606752","tamil nadu","[12.27604_79.1277, 12.30736_79.13308, 12.32336_79.20508, 12.32337_79.20515, 12.32869_79.17875, 12.34328_79.15632, 12.34344_79.15626, 12.34987_79.20903, 12.35_79.20894, 12.37227_79.18567, 12.37231_79.18572]"
"606753","tamil nadu","[12.0486_78.93964, 12.06776_78.97984, 12.07894_79.0051, 12.09586_79.00085, 12.10019_79.01917, 12.13007_78.99638, 12.13509_79.02966]"
"606754","tamil nadu","[12.06968_79.22432, 12.08704_79.20395, 12.0916_79.2433, 12.10847_79.24675, 12.11227_79.21704, 12.137_79.27562, 12.14582_79.24015]"
"606755","tamil nadu","[12.12862_79.18413, 12.13139_79.204, 12.1442_79.14942, 12.15639_79.19548, 12.17525_79.19994, 12.19821_79.13362, 12.48156_78.6448, 9.45266_76.72534, 11.54614_78.05448]"
"606801","tamil nadu","[12.28116_79.21183, 12.46756_79.35272, 12.48596_79.35826, 12.4958_79.32944, 12.50706_79.32964]"
"606802","tamil nadu","[12.3664_79.13268, 12.36758_79.11267, 12.37848_79.0792, 12.37849_79.07917, 12.37936_79.12269, 12.38177_79.05478, 12.38677_79.03392, 12.40262_79.04079, 10.46_79.25]"
"606803","tamil nadu","[12.30369_79.07299, 12.4627_79.15115, 12.48209_79.14315, 12.48855_79.12735, 12.49547_79.08982, 12.50215_79.15457, 12.51044_79.12322, 12.53037_79.16165, 12.53411_79.13695, 12.53757_79.11671, 12.55186_79.1416, 12.56407_79.1104]"
"606804","tamil nadu","[12.05512_79.17045, 12.06592_79.18132, 12.08964_79.16783, 12.11427_79.17423, 12.1199_79.15072, 12.1457_79.15924, 12.14571_79.1592, 12.18108_79.17457]"
"606805","tamil nadu","[12.29919_79.1084, 12.31993_79.09271, 12.32742_79.08399, 12.33307_79.04773]"
"606806","tamil nadu","[12.03997_79.11138, 12.05817_79.12187, 12.07257_79.13711, 12.09184_79.12967, 12.46_79.56]"
"606807","tamil nadu","[12.44906_79.37534, 12.47036_79.38497]"
"606808","tamil nadu","[12.11418_79.09779, 12.12055_79.05614, 12.12124_79.07934, 12.1268_79.10108, 12.13711_79.10899, 12.14902_79.09987]"
"606811","tamil nadu","[12.05445_79.05891, 12.0896_79.10661, 12.09063_79.07682, 12.09457_79.08366, 12.10923_79.06534]"
"606901","tamil nadu","[12.46423_78.94408, 12.46758_78.94346, 12.47453_78.99564, 12.47699_78.98778, 12.477_78.97122, 12.49334_79.00583]"
"606902","tamil nadu","[12.3_79.15, 12.37997_79.22761, 12.40599_79.22283, 12.46829_79.30575, 12.46981_79.24466, 12.47788_79.30237, 12.47972_79.26703, 12.50545_79.22401, 12.52053_79.25784, 12.53566_79.28114]"
"606903","tamil nadu","[12.59897_79.22373, 12.6109_79.2483, 12.61272_79.20035, 12.61375_79.15446, 12.63833_79.25025, 12.66_79.28, 12.66318_79.21249, 12.67584_79.23262]"
"606904","tamil nadu","[12.42477_79.19177, 12.46956_79.1654, 12.47197_79.1965, 12.48827_79.20179, 12.50524_79.17723, 12.52134_79.19803]"
"606905","tamil nadu","[12.63519_79.17975, 12.64415_79.09706, 12.64489_79.16074, 12.653_79.12405, 12.65918_79.17821, 12.66026_79.11344, 12.68042_79.09902]"
"606906","tamil nadu","[12.43082_79.05779, 12.44734_79.04462, 12.46365_79.01957, 11.2554_79.65491]"
"606907","tamil nadu","[12.55579_79.20746, 12.57043_79.17443, 12.57208_79.22907, 12.58537_79.19453, 12.58062_79.25086, 12.5973_79.14419, 12.59918_79.12156]"
"606908","tamil nadu","[12.39144_78.94798, 12.40301_78.96759, 12.4312_79.02606, 12.43124_79.02604]"
"607001","tamil nadu","[11.74394_79.78122, 11.75317_79.76322, 11.75567_79.76511, 11.75678_79.76261, 11.76272_79.74969, 11.76778_79.76331]"
"607002","tamil nadu","[11.74486_79.75156, 11.74689_79.75319, 11.75017_79.74414]"
"607003","tamil nadu","[11.66345_79.72298, 11.70117_79.75917, 11.70271_79.65809, 11.71114_79.76839, 11.71125_79.76667, 11.71222_79.77122, 11.71824_79.77675, 11.72372_79.75912, 11.73165_79.76511]"
"607004","tamil nadu","[11.70426_79.69019, 11.7235_79.71843, 11.73014_79.75061, 11.76421_79.77446]"
"607005","tamil nadu","[11.63276_79.72857, 11.66296_79.74692, 11.67752_79.7443, 11.68156_79.75369]"
"607006","tamil nadu","[11.779_79.78254]"
"607101","tamil nadu","[11.7637_79.45859, 11.81006_79.47369, 11.76372_79.4585, 11.76373_79.45845, 11.78134_79.46512, 11.78261_79.46567, 11.79327_79.45681, 11.79412_79.47817, 11.79422_79.4566, 11.79423_79.45661, 11.80358_79.49497, 11.83729_79.45468, 11.83942_79.47882, 11.8481_79.47312, 11.86642_79.45981]"
"607102","tamil nadu","[11.69396_79.61064, 11.70004_79.62983, 11.72367_79.62169, 11.72681_79.62185, 11.72731_79.64343, 11.72733_79.64341, 11.73727_79.59802, 11.74262_79.62901, 11.75702_79.62497]"
"607103","tamil nadu","[11.65444_79.53721, 11.66256_79.57435, 11.66984_79.50828, 11.67503_79.58021, 11.67506_79.58018, 11.70281_79.55186, 11.72091_79.51015, 11.72283_79.56611]"
"607104","tamil nadu","[11.77348_79.61716, 11.77942_79.62215, 11.78736_79.63069, 11.79739_79.61578, 11.80675_79.64447, 11.82408_79.62552]"
"607105","tamil nadu","[11.72822_79.66606, 11.74369_79.65595, 11.76681_79.66903, 11.77219_79.66911, 11.7741_79.67897, 11.77848_79.66283, 11.78344_79.65356, 11.79405_79.66969]"
"607106","tamil nadu","[11.71809_79.58827, 11.7386_79.52603, 11.73885_79.58019, 11.74334_79.50034, 11.74891_79.54307, 11.76403_79.52063, 11.76481_79.47822, 11.7705_79.55044, 11.77456_79.55164, 11.77458_79.55164, 11.77527_79.49728, 11.77795_79.5287, 11.79467_79.54777]"
"607107","tamil nadu","[12.13561_79.76208, 11.80639_79.41097, 11.82383_79.40051, 11.82999_79.42884, 11.84176_79.43027, 11.864_79.42086, 11.88185_79.40797, 11.90237_79.39093]"
"607108","tamil nadu","[11.79286_79.53083, 11.80091_79.52113, 11.81804_79.49713, 11.8409_79.49896, 11.85737_79.48854]"
"607109","tamil nadu","[11.76397_79.70017, 11.7643_79.69208, 11.77336_79.72367, 11.77574_79.70985, 11.77926_79.69824, 11.80008_79.69724, 11.81393_79.70881]"
"607112","tamil nadu","[11.78972_79.59861, 11.78977_79.59415, 11.80029_79.5803, 11.81615_79.6116]"
"607201","tamil nadu","[11.76939_79.18567, 11.77066_79.17926, 11.77896_79.22484, 11.78858_79.15364, 11.79077_79.20992, 11.81697_79.2088, 11.82192_79.17425]"
"607202","tamil nadu","[11.6874_79.21052, 11.71403_79.18461, 11.71577_79.14614, 11.74307_79.19087, 11.74691_79.1547]"
"607203","tamil nadu","[11.83924_79.38607, 11.85061_79.40181, 11.86097_79.39147, 11.86534_79.39066, 11.87744_79.38179, 11.89221_79.33708, 11.89233_79.33718, 11.8983_79.35752, 11.90693_79.35015, 11.91641_79.36964, 11.92034_79.3388]"
"607204","tamil nadu","[10.13961_78.14412, 11.69515_79.40351, 11.71664_79.41142, 11.73986_79.3598, 11.74572_79.37783, 11.74696_79.4471, 11.75296_79.43096, 11.76033_79.40128, 11.78576_79.36632, 11.79471_79.40859, 11.7995_79.37712]"
"607205","tamil nadu","[11.22913_79.62906, 11.81428_79.57716, 11.8183_79.52933, 11.82227_79.54104, 11.83312_79.58631, 11.82908_79.51989, 11.83023_79.55315, 11.83028_79.56188, 11.84524_79.52281]"
"607209","tamil nadu","[10.91579_78.54792, 11.8349_79.36694, 11.83491_79.36696, 11.83512_79.3669, 11.83744_79.34972, 11.83834_79.31177, 11.85209_79.29979, 11.87418_79.33428, 11.88109_79.30807]"
"607301","tamil nadu","[11.52628_79.65161, 11.60691_79.63499, 11.61437_79.66391, 11.62944_79.67028, 11.63107_79.69143, 11.63228_79.65869, 11.63928_79.63471, 11.64119_79.669, 11.64535_79.61365, 11.64646_79.71126, 11.65179_79.70312, 11.65344_79.66721, 11.65391_79.62632]"
"607302","tamil nadu","[11.52606_79.5924, 11.5384_79.5759, 11.5424_79.62615, 11.54818_79.60009, 11.56406_79.59531, 11.56445_79.64404, 11.58425_79.61705, 11.60352_79.57537, 11.61603_79.59985, 11.63783_79.58834]"
"607303","tamil nadu","[11.52144_79.54301, 11.5246_79.56447, 11.54752_79.52934, 11.55419_79.54856, 11.56304_79.56664, 11.58466_79.53455, 11.58742_79.5534]"
"607308","tamil nadu","[11.69178_79.55172]"
"607801","tamil nadu","[11.60525_79.50519, 11.61025_79.51569, 11.61367_79.50372, 11.62136_79.53047]"
"607802","tamil nadu","[11.50383_79.52993, 11.51685_79.52357, 11.5204_79.5293, 11.53627_79.51416, 11.53672_79.46733, 11.53847_79.47558, 11.54092_79.50284, 11.54609_79.46226, 11.57477_79.43846, 11.57506_79.46367, 11.59639_79.42327]"
"607803","tamil nadu","[11.60058_79.48856, 11.60847_79.49244, 11.61083_79.48283, 11.62247_79.49164]"
"607804","tamil nadu","[11.53269_79.41715, 11.53833_79.44053, 11.5401_79.40389, 11.56982_79.40469, 11.58466_79.37769]"
"607805","tamil nadu","[9.51715_78.67381, 11.61874_79.41826, 11.64251_79.50522, 11.64313_79.4476, 11.65775_79.48139, 11.66004_79.4306, 11.66176_79.49826, 11.66426_79.48108, 11.66972_79.42238, 11.71891_79.45665]"
"607807","tamil nadu","[11.56358_79.44439, 11.59625_79.47658, 11.60208_79.46508]"
"608001","tamil nadu","[11.39444_79.68583, 11.39694_79.69639, 11.40063_79.68713, 11.40098_79.69796, 11.40294_79.69219]"
"608002","tamil nadu","[11.35886_79.71878, 11.36582_79.73705, 11.37055_79.71317, 11.38177_79.7467, 11.38264_79.81554, 11.39058_79.719, 11.39569_79.70406, 11.40337_79.73541, 11.40626_79.78707, 11.41115_79.75111, 11.4159_79.7128]"
"608102","tamil nadu","[11.42558_79.73044, 11.43738_79.74028, 11.43771_79.7165, 11.44238_79.69847, 11.44479_79.71019, 11.44769_79.76692, 11.47492_79.75893]"
"608201","tamil nadu","[11.3745_79.60281, 11.38171_79.58558, 11.39341_79.55304, 11.40068_79.5717, 11.40629_79.58866, 11.42099_79.61696, 11.42506_79.58253, 11.42608_79.557, 11.4263_79.57181]"
"608301","tamil nadu","[11.24939_79.51345, 11.25302_79.52987, 11.253_79.52978, 11.26049_79.55766, 11.27314_79.55132, 11.27325_79.55128, 11.27641_79.53145, 11.27658_79.53161, 11.2768_79.50983, 11.27681_79.50972, 11.27682_79.50987, 11.27878_79.5487, 11.27883_79.54876, 11.28501_79.56308, 11.28501_79.56325, 11.294_79.50923, 11.29401_79.50894, 11.31213_79.51182, 11.31231_79.51211, 11.31603_79.52878]"
"608302","tamil nadu","[11.25885_79.63181, 11.26476_79.61187, 11.28783_79.63413, 11.28907_79.6216, 11.29605_79.61333, 11.30906_79.62464, 11.31073_79.65145, 11.31073_79.65153, 11.31089_79.65174, 11.32367_79.6021, 11.33814_79.61748, 11.33864_79.65241, 11.36709_79.65601]"
"608303","tamil nadu","[11.25109_79.5947, 11.26997_79.59617, 11.29617_79.59829, 11.29811_79.55058, 11.30507_79.56792, 11.30548_79.55921, 11.32629_79.56331, 11.32687_79.58081, 11.33421_79.55076, 11.33422_79.55068, 11.33425_79.55067]"
"608304","tamil nadu","[11.17002_79.47679, 11.18704_79.49057, 11.18706_79.49052, 11.18706_79.49056, 11.18799_79.51735, 11.19822_79.53575, 11.20803_79.522, 11.21266_79.50421, 11.23629_79.52707, 11.23638_79.52716, 11.24418_79.53416, 11.24424_79.53416]"
"608305","tamil nadu","[10.94909_79.58302, 11.33978_79.59384, 11.3398_79.59375, 11.35019_79.57801, 11.35078_79.54668, 11.35081_79.54664, 11.35264_79.62655, 11.35358_79.56719, 11.36056_79.59242, 11.36289_79.60975, 11.36291_79.54475, 11.37783_79.5758]"
"608306","tamil nadu","[10.82311_79.81918, 11.2145_79.55813, 11.21681_79.53514, 11.21864_79.57455, 11.2224_79.58858, 11.2351_79.56393]"
"608401","tamil nadu","[11.31652_79.68021, 11.33518_79.6932, 11.3387_79.67197, 11.34703_79.70914, 11.34875_79.66914, 11.3618_79.69831, 11.37651_79.69401]"
"608501","tamil nadu","[11.28_79.42, 11.45836_79.68837, 11.46483_79.71936, 11.46484_79.71944, 11.46489_79.67018, 11.468_79.69565, 11.49093_79.69378, 11.49254_79.70739, 11.50984_79.71305, 11.53597_79.72193, 11.53512_79.70497, 11.53565_79.71183]"
"608502","tamil nadu","[11.48825_79.75756, 11.51557_79.76436, 11.54966_79.75652]"
"608601","tamil nadu","[11.4331_79.59713, 11.44203_79.64514, 11.45258_79.62751, 11.45336_79.57052, 11.45346_79.59352, 11.45444_79.56235, 11.4645_79.61468, 11.4773_79.64761, 11.51434_79.67772, 11.51502_79.61588, 11.52211_79.63873]"
"608602","tamil nadu","[11.38387_79.64586, 11.38387_79.64586, 11.3909_79.62697, 11.41344_79.64597, 11.41764_79.65047, 11.42108_79.68397]"
"609001","tamil nadu","[11.02695_79.65318, 11.08358_79.64605, 11.09383_79.655, 11.09679_79.64287, 11.10094_79.64997, 11.10094_79.64998, 11.10592_79.65386]"
"609003","tamil nadu","[11.08979_79.61787, 11.09222_79.63666, 11.09428_79.63211, 11.09625_79.61131, 11.09645_79.63806, 11.10201_79.62363]"
"609102","tamil nadu","[11.29792_79.67045, 11.31424_79.71417, 11.31736_79.74097, 11.33279_79.73514, 11.6_79.39]"
"609103","tamil nadu","[11.14148_79.66264, 11.15801_79.66039]"
"609104","tamil nadu","[11.24416_79.75432, 11.25445_79.77437, 11.26987_79.76738, 11.27985_79.76195, 11.28703_79.77187, 11.29628_79.76908]"
"609105","tamil nadu","[11.13301_79.8391, 11.14496_79.83515, 11.14498_79.85289, 11.16805_79.83945]"
"609106","tamil nadu","[11.1816_79.79792, 11.19077_79.8031, 11.19959_79.82801, 11.21248_79.79896, 11.21499_79.82765, 11.22413_79.77966, 11.22647_79.79871]"
"609107","tamil nadu","[11.13224_79.79128, 11.13666_79.82324, 11.1407_79.80982, 11.14793_79.77255, 11.15055_79.81274]"
"609108","tamil nadu","[10.61637_78.64956, 11.03311_79.69865, 11.27526_79.71913, 11.27617_79.67078, 11.28113_79.68219, 11.28657_79.70574, 11.29137_79.7166, 11.29919_79.72772, 11.30078_79.7032]"
"609109","tamil nadu","[11.15883_79.76644, 11.17347_79.76046, 11.19051_79.76591, 11.20522_79.78315, 11.20702_79.76278, 11.22022_79.73739]"
"609110","tamil nadu","[11.23792_79.73467]"
"609111","tamil nadu","[11.22761_79.7551, 11.23121_79.73773, 11.23589_79.72014, 11.23631_79.7318, 11.23975_79.7296, 11.24059_79.74116, 11.24919_79.73182, 11.26481_79.75045]"
"609112","tamil nadu","[11.1826_79.66733, 11.18743_79.69428, 11.1902_79.6784, 11.19573_79.65962]"
"609113","tamil nadu","[11.14_79.5, 11.29081_79.83033]"
"609114","tamil nadu","[11.15221_79.79188, 11.1571_79.81156, 11.17389_79.81172]"
"609115","tamil nadu","[11.24026_79.7707, 11.24667_79.81087, 11.25177_79.79872, 11.26925_79.80155, 11.6_79.39]"
"609116","tamil nadu","[10.57_79.35, 10.92471_79.60507, 11.23545_79.70455, 11.26183_79.70016, 11.26439_79.6855]"
"609117","tamil nadu","[12.83924_79.23692, 11.16851_79.70659, 11.17469_79.72879, 11.18139_79.73941, 11.19312_79.72843, 11.19542_79.70851, 11.20978_79.69855]"
"609118","tamil nadu","[11.11397_79.68155, 11.1145_79.66424, 11.13488_79.68695, 11.14192_79.6817, 11.14591_79.69774, 11.14675_79.7149, 11.14931_79.13549]"
"609201","tamil nadu","[11.20547_79.64277, 11.21326_79.65639]"
"609202","tamil nadu","[11.18989_79.60981, 11.19519_79.59547, 11.20028_79.60496, 11.20565_79.57114]"
"609203","tamil nadu","[11.11883_79.65275, 11.12432_79.62269, 11.1355_79.64375, 11.14288_79.64096, 11.14805_79.64594, 11.15177_79.60853, 11.17217_79.63072]"
"609204","tamil nadu","[10.98761_78.03387, 11.15955_79.53268, 11.16393_79.54083, 11.17147_79.57411, 11.17204_79.56046]"
"609205","tamil nadu","[11.20711_79.62185, 11.24513_79.61759]"
"609301","tamil nadu","[10.94937_79.28214, 11.09166_79.8288, 11.10138_79.78784, 11.10874_79.83703, 11.11084_79.78214, 11.11286_79.81209, 11.63577_78.4671]"
"609302","tamil nadu","[10.79401_76.98822, 11.05084_79.71046, 11.07758_79.70417, 11.08006_79.71681]"
"609303","tamil nadu","[11.00922_79.80595, 11.01387_79.82285]"
